Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P08067	YEL024W	CENPK1137D_3630	fluxes_Gecko_Lahtvee2017_Osmo02	1.57037040092989	30.2432783066979	0.310654055460535	0.5057	0.2443	0.3063	0.1565	0.327	0.36	0.613	41.31	0.324	0.422	204	215	-0.087907	0.074419	0.69	0.778997084815947	1.51968237209054	0.988570655337817	-0.088751081430126	0.537383177570093	0.66063208907933	0.434717215394514	0.405549143931225	0.410237894217728	0.195549112744998	0.275123491493115	41.3128540425031	58.1123474984579	51.5001920542368	0.278579507945938	-0.2188	0.0432
P04037	YGL187C	CENPK1137D_3275	fluxes_Gecko_Yu2021_N30_018	1.57442935666687	37.8920029274958	0.289611200269236	0.4921	0.2143	0.3782	0.1429	0.285	0.299	0.573	45.93	0.287	0.415	150	155	-0.397419	0.064516	0.658	0.782076813737856	1.56748007097441	1.01023937121079	-0.122145853294721	0.552631578947368	0.581248235109331	0.370816985729205	0.411490629537602	0.40731992957711	0.158698992038477	0.317743782287544	45.9339046633749	61	56.1868178702397	0.278425171103683	-0.1958	0.0315
P38913	YDL045C	CENPK1137D_3783	fluxes_Gecko_Yu2020_CN115	1.57625622854175	29.159927079387	0.278277206159809	0.3566	0.2582	0.4673	0.2316	0.135	0.079	0.456	53.05	0.364	0.393	294	306	-0.352941	0.137255	0.518	0.65729434339781	0.760815352889934	0.485784812913039	-0.533515818959296	0.376666666666667	0.499940953574806	0.657112072825286	0.274070619813254	0.564181119969091	0.153752516036819	1.04506880144464	53.0508338623125	61	32.7853914631964	0.101240876404746	0.1311	0.0479
P07342	YMR108W	CENPK1137D_139	fluxes_Gecko_Yu2021_N30_005	1.5769015199858	36.2117161918629	0.331358976175067	0.4494	0.2394	0.3743	0.168	0.264	0.332	0.596	44.94	0.325	0.436	659	687	-0.256914	0.069869	0.636	0.68909090862172	1.4407314540678	1.02340111962206	-0.176902815011612	0.502958579881657	0.625909592500181	0.434438764235327	0.307749533055909	0.300712523325713	0.243150315473052	0.426365351923526	44.9406088456227	54.3748120835859	50.61959720593	0.178588287054266	-0.0881	0.0568
P00830	YJR121W	CENPK1137D_1415	fluxes_Gecko_Lahtvee2017_Osmo04	1.57829837551973	38.3519942357784	0.352064950094062	0.4843	0.253	0.331	0.1367	0.425	0.473	0.679	36.21	0.317	0.43	502	511	-0.018004	0.058708	0.735	0.792116673486654	2.12066901597432	1.52520179608374	0.08432785473584	0.511857707509881	0.858066962434441	0.404620879529478	0.487546099513152	0.319660061222735	0.35621073250774	0.323990160207938	36.2066158847906	49.8625357491062	50.5729892840213	0.35750015291668	-0.2583	0.0385
P38720	YHR183W	CENPK1137D_5334	fluxes_Gecko_Yu2021_N30_030	1.58151975571618	25.2991981451253	0.387967163278814	0.4444	0.346	0.2575	0.1915	0.623	0.676	0.804	31.56	0.426	0.446	470	489	-0.143354	0.092025	0.825	0.904094822368296	2.17216706264924	2.06147808247163	0.286030203341786	0.698969072164948	1.12490611636231	0.517872743632498	0.681696402877922	0.330683313431398	0.631575283574052	0.27221810680375	31.5611273842442	39.710598423245	48.5139227918882	0.428902490490271	-0.2433	0.0912
P19262	YDR148C	CENPK1137D_3972	fluxes_Gecko_Yu2021_Gln_glc1	1.58362153899015	41.793043771806	0.358222167444503	0.4548	0.2345	0.3273	0.2176	0.24	0.29	0.572	43.15	0.361	0.431	449	463	-0.379482	0.051836	0.615	0.649826403410352	1.56691561044838	0.845719695768403	-0.223268693817337	0.434210526315789	0.609588904612067	0.389037482648878	0.32945447107899	0.38955515962018	0.203455016454991	0.383985997152229	43.1533438599434	56.3992961811094	50.3788970136146	0.170239740023934	-0.1787	0.0392
P09457	YDR298C	CENPK1137D_4121	fluxes_Gecko_Lahtvee2017_EtOH60	1.59630058114158	36.1451446904471	0.341278111636082	0.4302	0.2326	0.3121	0.2638	0.232	0.289	0.564	44.25	0.393	0.409	211	212	-0.093868	0.051887	0.607	0.69587962762806	1.74640547993741	0.859686258429007	-0.22740066478935	0.371428571428571	0.581044582775182	0.332708863691843	0.370074665218961	0.430476422753617	0.165059716464888	0.305729726059453	44.252252070799	61	52.757865218184	0.202467711184968	-0.0313	0.0746
P07806	YGR094W	CENPK1137D_3061	fluxes_Gecko_Lahtvee2017_EtOH60	1.59874147714761	39.4823188682648	0.35728192790624	0.5115	0.2606	0.3253	0.2063	0.369	0.405	0.652	39.96	0.349	0.396	1063	1104	-0.480163	0.093297	0.719	0.7734181125135	1.66390706646504	1.33732459380299	-0.01765531970311	0.60989010989011	0.69931196920875	0.420283069471202	0.36521655681174	0.273094922881185	0.358671933016596	0.404339313813265	39.9612573115601	51.9394844917905	50.1904178537867	0.218937532102077	-0.2214	0.0736
P38858	YHR163W	CENPK1137D_5314	fluxes_Gecko_Lahtvee2017_Osmo02	1.59998236703201	33.2155216225932	0.314579811896787	0.3929	0.2857	0.3298	0.264	0.183	0.184	0.512	53.09	0.426	0.438	242	249	-0.287149	0.092369	0.55	0.658551307743505	1.05484276054972	0.654440436746498	-0.415672191020977	0.422131147540984	0.532903348196635	0.505196952689817	0.343560763837734	0.524968728316546	0.181035616259797	0.655371688491155	53.0908442522727	61	43.1045306034029	0.132503513598572	-0.0316	0.0383
P29704	YHR190W	CENPK1137D_5342	fluxes_Gecko_Yu2021_N30_018	1.61047540420026	32.9288751122426	0.343772392927455	0.3514	0.3429	0.3185	0.3085	0.297	0.35	0.616	46.77	0.481	0.402	430	444	-0.107207	0.108108	0.649	0.724933545445815	1.76938062151319	1.14686195513128	-0.138854771084572	0.418764302059497	0.631220218934061	0.35674642937721	0.351937728539176	0.306870174709816	0.290901816855817	0.443565605359495	46.7693648745222	53.8400172040346	47.961763535652	0.148953885013808	-0.0961	0.0556
P09624	YFL018C	CENPK1137D_3364	fluxes_Gecko_Lahtvee2017_Osmo02	1.616879389016	37.3320153356044	0.355116716173808	0.4169	0.3095	0.3553	0.1836	0.253	0.324	0.603	46.02	0.38	0.423	489	499	-0.181162	0.056112	0.617	0.683945075024849	1.32601481372886	1.03381130696188	-0.220466531750315	0.402061855670103	0.585055822600873	0.441213639955989	0.304086099617694	0.294140814256839	0.171317911111935	0.486279165520735	46.0216893072215	57.9493456393581	44.392910046966	0.164332545642323	-0.1477	0.0462
P47143	YJR105W	CENPK1137D_1399	fluxes_Gecko_Yu2021_Phe_std	1.61890344274223	36.1467454549708	0.385856884062425	0.3777	0.3921	0.2548	0.214	0.37	0.484	0.69	40.58	0.485	0.475	332	340	0.005588	0.085294	0.671	0.738424061859599	2.03729073637105	1.5873109993803	0.002491925762105	0.601190476190476	0.782995475188322	0.38433173096494	0.512324199806035	0.322762332023182	0.40061098805234	0.66726352631725	40.5809871606541	48.4282422822608	46.3540590076752	0.234967758687538	-0.1893	0.0738
P08524	YJL167W	CENPK1137D_1466	fluxes_Gecko_Yu2021_Ile_N30	1.6208333301757	31.8275110085556	0.401124814597781	0.3295	0.4023	0.3385	0.2692	0.373	0.452	0.68	40.36	0.493	0.419	341	352	-0.32017	0.113636	0.694	0.748359419674388	2.0513773193213	1.71706433629746	-0.01427069526435	0.445086705202312	0.757029491481804	0.369034737954628	0.454566167717033	0.264734499522146	0.355676208575251	0.415761994968867	40.3580626576899	50.5314414484098	48.2676386138727	0.240147240738038	-0.0652	0.0892
P41939	YLR174W	CENPK1137D_553	fluxes_Gecko_Yu2021_N30_018	1.62265882453497	29.7754253674528	0.332370816962403	0.4069	0.2587	0.3387	0.2786	0.171	0.146	0.504	51.11	0.405	0.419	395	412	-0.310437	0.092233	0.559	0.648375501258453	0.893496107104384	0.547962289366428	-0.436489655336626	0.326683291770574	0.527486751889736	0.590362674997207	0.253119316745137	0.461928351014451	0.131650470115566	0.634650456918252	51.1105623315555	60.1731948496045	42.5290380088784	0.104821115794718	-0.0484	0.0314
P16387	YER178W	CENPK1137D_3593	fluxes_Gecko_Yu2021_N30_018	1.62302511640628	27.9893000749521	0.319068811179858	0.4502	0.3202	0.2816	0.1892	0.296	0.348	0.603	44.88	0.405	0.453	400	420	-0.296905	0.095238	0.653	0.715938343656143	1.64191326589814	1.04801881658094	-0.085671936163828	0.329297820823245	0.711210321730087	0.433159495389697	0.38019884772244	0.362778646439575	0.238309436872407	0.454794220283064	44.8819326203415	53.9384635106088	47.4554759313156	0.199271834291282	-0.2802	0.0286
P07342	YMR108W	CENPK1137D_139	fluxes_Gecko_Yu2021_N30_018	1.62311314158013	36.2117161918629	0.331358976175067	0.4494	0.2394	0.3743	0.168	0.264	0.332	0.596	44.94	0.325	0.436	659	687	-0.256914	0.069869	0.636	0.68909090862172	1.4407314540678	1.02340111962206	-0.176902815011612	0.502958579881657	0.625909592500181	0.434438764235327	0.307749533055909	0.300712523325713	0.243150315473052	0.426365351923526	44.9406088456227	54.3748120835859	50.61959720593	0.178588287054266	-0.0881	0.0568
P50095	YLR432W	CENPK1137D_802	fluxes_Gecko_Yu2020_CN50	1.62360007891574	22.4950237544109	0.34224406200041	0.4976	0.2714	0.305	0.1549	0.464	0.543	0.725	35.43	0.341	0.408	502	523	-0.139579	0.06501	0.768	0.802115761653239	2.30851120756705	1.7845667274335	0.130045196669995	0.644100580270793	0.847422730289628	0.367086253474476	0.511194115001648	0.28645278831172	0.366398893041229	0.283692633933477	35.4300327956514	48.6740638046384	50.5843195956917	0.330522486201297	-0.2252	0.0715
P38891	YHR208W	CENPK1137D_5362	fluxes_Gecko_Yu2020_CN50	1.62425277567662	28.444049834729	0.343632248757789	0.4359	0.2949	0.3607	0.1408	0.348	0.421	0.648	40.03	0.349	0.428	378	393	-0.303817	0.094148	0.695	0.788764901472464	1.64621140172965	1.3993523379276	0.010928434855896	0.54025974025974	0.753116712495313	0.457484811309183	0.394714091680717	0.282069126539837	0.232610576835889	0.209533469480398	40.0348266431706	51.2856531115578	54.2625963082034	0.269922405174087	-0.1912	0.071
P40825	YOR335C	CENPK1137D_2351	fluxes_Gecko_Yu2021_Ile_N30	1.62470926609374	32.0040384404418	0.337091987158168	0.5114	0.2725	0.3244	0.1954	0.378	0.397	0.646	38.95	0.351	0.399	940	958	-0.480063	0.100209	0.728	0.757225120330566	1.88592213013837	1.7503767930588	-0.003659982596422	0.621707060063224	0.691363122455599	0.366591552963469	0.376028254914473	0.214827034045258	0.347174259655066	0.320024277913715	38.9521933369971	51.1459044460743	51.7975374601578	0.220084655931206	-0.2523	0.065
P47143	YJR105W	CENPK1137D_1399	fluxes_Gecko_Yu2021_Gln_glc1	1.62914273116881	36.1467454549708	0.385856884062425	0.3777	0.3921	0.2548	0.214	0.37	0.484	0.69	40.58	0.485	0.475	332	340	0.005588	0.085294	0.671	0.738424061859599	2.03729073637105	1.5873109993803	0.002491925762105	0.601190476190476	0.782995475188322	0.38433173096494	0.512324199806035	0.322762332023182	0.40061098805234	0.66726352631725	40.5809871606541	48.4282422822608	46.3540590076752	0.234967758687538	-0.1893	0.0738
P32377	YNR043W	CENPK1137D_2722	fluxes_Gecko_Lahtvee2017_EtOH20	1.63003050580603	30.1210470549027	0.322613644980748	0.373	0.2926	0.3846	0.2036	0.2	0.237	0.544	50.42	0.391	0.434	379	396	-0.284344	0.093434	0.575	0.649320295062266	1.34253919305458	0.683601058101139	-0.331347622949688	0.341025641025641	0.537977999197779	0.400716792463807	0.276878319957514	0.405029098004336	0.166467391405205	0.517954707582144	50.4211984153317	59.2506145260608	44.4781357500415	0.129109728589097	-0.073	0.041
P07149	YKL182W	CENPK1137D_1128	fluxes_Gecko_Yu2021_Phe_N30	1.6362078560024	29.0181765103689	0.357391929557508	0.4539	0.2776	0.3616	0.1617	0.364	0.436	0.667	38.64	0.344	0.4	1986	2051	-0.180449	0.096051	0.716	0.731616067532878	1.96453044024642	1.70532488747292	-0.000332395481381	0.609561752988048	0.70470997074779	0.35871674793667	0.381162129012651	0.223512910538406	0.369465635404004	0.38052406083221	38.6388479805091	51.2507275893281	51.0479344995421	0.215886710529357	-0.1246	0.078
P10614	YHR007C	CENPK1137D_5399	fluxes_Gecko_Yu2021_N30_018	1.6369866264648	38.4201477778187	0.380851671884166	0.4381	0.281	0.3438	0.2023	0.506	0.579	0.749	33.1	0.374	0.4	505	530	-0.220377	0.118868	0.802	0.847106434287826	2.24480899053049	1.94670060611242	0.172236281847935	0.693486590038314	0.923275217061069	0.411293442317728	0.552536990382402	0.283832546539256	0.458054191060103	0.230883423499015	33.0956179084209	45.203603072053	53.4908885382609	0.363102105482607	-0.0776	0.114
P07255	YDL067C	CENPK1137D_3759	fluxes_Gecko_Lahtvee2017_Osmo06	1.63929939314545	30.085335392727	0.410512169626134	0.2683	0.4634	0.2143	0.3611	0.264	0.47	0.692	33.11	0.615	0.48	52	59	-0.245763	0.135593	0.58	1.02894478497388	1.21026206672779	1.31642164340929	-0.190918653321509	0.758620689655172	1.05576457259299	0.872343768856183	0.801589331713763	0.60891533934203	0.502619003344486	0.572508321061122	33.1075630252101	49.1520759206746	45.9053784547958	0.596869240432782	-0.0079	0.0588
P36421	YGR185C	CENPK1137D_3149	fluxes_Gecko_Yu2021_Ile_N30	1.64107519288675	34.5201499814066	0.336405350650153	0.4	0.3017	0.3696	0.2305	0.302	0.353	0.615	42.35	0.401	0.409	384	394	-0.312437	0.086294	0.664	0.723236791789543	1.69373860575782	1.23345619600916	-0.108913246644389	0.538659793814433	0.600533952814331	0.354561176543318	0.314119597705016	0.254666196271378	0.204757372315979	0.330990419195584	42.3513918296902	57.7927705564425	53.7389377055184	0.17863221397553	-0.0771	0.0563
P08067	YEL024W	CENPK1137D_3630	fluxes_Gecko_Lahtvee2017_Osmo04	1.64152988887354	30.2432783066979	0.310654055460535	0.5057	0.2443	0.3063	0.1565	0.327	0.36	0.613	41.31	0.324	0.422	204	215	-0.087907	0.074419	0.69	0.778997084815947	1.51968237209054	0.988570655337817	-0.088751081430126	0.537383177570093	0.66063208907933	0.434717215394514	0.405549143931225	0.410237894217728	0.195549112744998	0.275123491493115	41.3128540425031	58.1123474984579	51.5001920542368	0.278579507945938	-0.2188	0.0432
P38840	YHR137W	CENPK1137D_5284	fluxes_Gecko_Yu2020_CN115	1.64168563446841	28.1110043142719	0.278611040561579	0.4412	0.277	0.3178	0.2387	0.173	0.112	0.473	49.29	0.393	0.407	488	513	-0.331579	0.116959	0.556	0.645097227068325	1.04404692154981	0.490019817691293	-0.440050471152939	0.375494071146245	0.517866438567797	0.496018356913562	0.227960889428433	0.46520748997961	0.135589057422939	0.88223470261683	49.2890367916149	61	43.6709907850808	0.101566866383108	-0.1768	0.0038
P14020	YPR183W	CENPK1137D_1875	fluxes_Gecko_Yu2021_Ile_std	1.64213744879578	25.8600477069707	0.340609238647328	0.2558	0.5209	0.2132	0.2667	0.217	0.308	0.584	42.98	0.623	0.501	257	267	-0.029588	0.11985	0.538	0.75080682977885	1.31265085738603	1.17018323430938	-0.213280859407182	0.517241379310345	0.945719144057704	0.720465109771062	0.626384892931009	0.535287871647458	0.606021010758754	1.02045385703764	42.9789088573365	43.0805334081149	41.8559211535968	0.239181143314666	-0.1521	0.0502
P08566	YDR127W	CENPK1137D_3951	fluxes_Gecko_Yu2021_N30_018	1.64314339858946	36.0388790394748	0.31023712436837	0.4749	0.2276	0.3604	0.1839	0.217	0.213	0.534	44.67	0.321	0.402	1540	1588	-0.1216	0.077456	0.609	0.669577691277683	1.27144362661007	0.55376007318122	-0.270441156025621	0.401417525773196	0.559073362421713	0.439715415391492	0.203158902022183	0.366871704662785	0.126219462105037	0.572477678096914	44.6670436618726	57.013991429148	47.4575051880911	0.130120650554915	-0.1309	0.038
P12709	YBR196C	CENPK1137D_4748	fluxes_Gecko_Lahtvee2017_Osmo06	1.64528875838924	33.031206803241	0.440160111321353	0.4341	0.3841	0.2321	0.216	0.681	0.729	0.841	30.19	0.467	0.433	535	554	-0.225632	0.106498	0.856	0.922578150390967	2.34520409277824	1.92219095624142	0.312553650669222	0.734657039711191	1.24175685972687	0.52948775910408	0.735284092829016	0.382523958112239	0.803851355654632	0.31855087407176	30.1928401371809	37.0826141415965	48.942235953369	0.463194652187823	-0.3054	0.1081
P21306	YPL271W	CENPK1137D_1854	fluxes_Gecko_Yu2021_std_010	1.64636084511808	35.5094878254414	0.27641403610625	0.52	0.16	0.3922	0.125	0.168	0.129	0.467	48.78	0.233	0.403	60	62	-0.372581	0.096774	0.568	0.787993275711529	1.08408713142374	0.785518589357046	-0.444534366047904	0.548387096774194	0.527757296576766	0.486821844184846	0.561436531996983	0.714733603512202	0.126205116717345	0.483092698185887	48.7765974532523	61	61	0.457713103321158	-0.2215	-0.0032
P18408	YPR167C	CENPK1137D_1859	fluxes_Gecko_Yu2021_Phe_std	1.64666665109585	30.7363085048846	0.296552270201813	0.3918	0.2577	0.4309	0.2738	0.162	0.067	0.462	53.44	0.379	0.398	253	261	-0.595785	0.114943	0.548	0.682897714216537	0.892738361795314	0.523767431963667	-0.479386755830262	0.292490118577075	0.476449167384084	0.533694067347947	0.243407295081266	0.464723998146855	0.122285928546422	0.679016951778898	53.4411927684832	61	40.3788711162787	0.103066377011956	-0.0198	0.0064
P32476	YGR175C	CENPK1137D_3141	fluxes_Gecko_Lahtvee2017_REF	1.64903330951982	33.222627196078	0.34520660013146	0.4768	0.2787	0.2865	0.2025	0.441	0.527	0.718	35.98	0.376	0.413	479	496	-0.008266	0.086694	0.755	0.803955602148651	2.06525599543338	2.32387205073364	0.087553088427404	0.674846625766871	0.824737506193663	0.399339117289717	0.514065773358751	0.221210876561152	0.389658874953366	0.357323039478365	35.9800076216224	48.1210163257858	49.9755043554942	0.306512521395224	-0.1072	0.0928
P23254	YPR074C	CENPK1137D_1774	fluxes_Gecko_Yu2021_Phe_std	1.64926748439751	34.8516092084936	0.392347030357917	0.415	0.3274	0.3142	0.1667	0.489	0.59	0.75	32.56	0.4	0.445	660	680	-0.2125	0.092647	0.77	0.798172586449679	2.39812461221604	1.86352223492862	0.177798691974738	0.681203007518797	0.94388540745056	0.393593144677474	0.600288125844766	0.322125550526507	0.588255285368698	0.243799675652918	32.5612861049746	44.3103934963216	52.9034841331233	0.356190616334114	-0.0998	0.1069
P38708	YHR020W	CENPK1137D_5413	fluxes_Gecko_Yu2021_N30_005	1.65537822511329	33.5645007159942	0.377226307778512	0.4272	0.3107	0.3244	0.2305	0.355	0.42	0.659	39.72	0.411	0.434	662	688	-0.39375	0.094477	0.696	0.737757567143401	1.65487426123483	1.37200613513467	-0.027588339208769	0.450662739322533	0.771015749578849	0.465905940795487	0.4118722558021	0.300197094790448	0.340686626660162	0.414151900172752	39.7154338031322	48.4102436781064	47.5268497182864	0.222142210661449	-0.1589	0.07
P37254	YNR033W	CENPK1137D_2711	fluxes_Gecko_Yu2021_N30_005	1.66060075909563	34.2067602604448	0.27024646844111	0.3994	0.2646	0.3502	0.2827	0.136	0.081	0.462	56.39	0.41	0.418	757	787	-0.266328	0.092757	0.498	0.626603546197421	0.752157224373802	0.393028217752773	-0.562958279710485	0.290364583333333	0.518411084194851	0.68923234052089	0.201166761962256	0.511837961947039	0.113605370247378	1.30854105753463	56.3863227414918	60.3597472523763	32.7093828554699	0.050007704559187	-0.023	0.0184
P20051	YLR420W	CENPK1137D_790	fluxes_Gecko_Yu2021_N30_030	1.66063495392163	34.8338270259772	0.298228865018409	0.4236	0.2188	0.4403	0.214	0.149	0.006	0.42	48.7	0.324	0.399	355	364	-0.159616	0.087912	0.548	0.672917448139579	0.828003040956415	0.512414005478406	-0.49191967898317	0.401146131805158	0.512751223197297	0.619262487979543	0.26122994224377	0.509802502372818	0.142704009026935	0.79946213562918	48.7012141136709	61	39.9632058107728	0.121832321908488	0.0122	0.0109
P38708	YHR020W	CENPK1137D_5413	fluxes_Gecko_Yu2020_CN50	1.66251446443258	33.5645007159942	0.377226307778512	0.4272	0.3107	0.3244	0.2305	0.355	0.42	0.659	39.72	0.411	0.434	662	688	-0.39375	0.094477	0.696	0.737757567143401	1.65487426123483	1.37200613513467	-0.027588339208769	0.450662739322533	0.771015749578849	0.465905940795487	0.4118722558021	0.300197094790448	0.340686626660162	0.414151900172752	39.7154338031322	48.4102436781064	47.5268497182864	0.222142210661449	-0.1589	0.07
P38169	YBL098W	CENPK1137D_4916	fluxes_Gecko_Yu2021_N30_030	1.66903470822148	46.7820779865406	0.29061106851152	0.429	0.235	0.4109	0.2109	0.165	0.097	0.463	51.45	0.336	0.386	441	460	-0.282391	0.095652	0.551	0.667641465755394	0.960529446858056	0.406128354780943	-0.451017853297512	0.490022172949002	0.504507529388351	0.525239003383626	0.195331695171588	0.480960496533038	0.127055665521594	0.727757853499731	51.4477840590895	60.9617781686518	40.1754706523878	0.126627969882045	-0.0802	0.0348
P07245	YGR204W	CENPK1137D_3170	fluxes_Gecko_Yu2020_CN50	1.6695516995526	30.7480059882217	0.365641874571224	0.3673	0.3608	0.2861	0.216	0.277	0.384	0.631	44.85	0.461	0.469	925	946	-0.124313	0.05814	0.614	0.668823712847287	1.54338976722172	1.27758655613741	-0.153910011549579	0.378494623655914	0.687756125444922	0.445614024435942	0.370768556821269	0.29021012708699	0.369437115021848	0.525406132208126	44.845979273546	51.5162549318533	44.9728964178247	0.156313206840303	-0.1561	0.0507
